session_id,user_id,session_date,country,device_type,subscription_plan,content_id,content_title,content_genre,watch_minutes,ad_impressions,ad_clicks,ad_completions,ad_revenue
S21895,U0094,1/30/2026,US,Mobile,Ad Supported,C0123,Jurassic World Rebirth,Action,71,5,0,3,0.1261
S21896,U0480,1/31/2026,US,Mobile,Ad Supported,C0009,Derry Girls,Kids,23,3,1,2,0.1
S21897,U0351,3/2/2026,AU,TV,Ad Supported,C0100,Brooklyn Nine-Nine,Reality,147,5,2,3,0.2203
S21898,U0173,1/27/2026,US,Web,Ad Supported,C0066,A Man on the Inside,Comedy,48,3,2,1,0.1123
S21899,U1291,2/19/2026,US,Web,Ad Supported,C0048,Delicious in Dungeon,Action,35,4,1,4,0.1022
S21900,U0821,3/4/2026,US,Web,Ad Supported,C0037,Seinfeld,Reality,91,5,1,3,0.0788
S21901,U1884,2/27/2026,CA,Tablet,Ad Supported,C0097,Queen of Tears,Action,18,1,0,1,0.0397
S21902,U1336,2/24/2026,US,TV,Ad Supported,C0110,BoJack Horseman,Comedy,90,6,0,6,0.1514
S21903,U1813,3/2/2026,CA,TV,Ad Supported,C0092,Jurassic World Rebirth,Action,84,5,2,5,0.1155
S21904,U1997,2/27/2026,AU,Mobile,Ad Supported,C0101,Brooklyn Nine-Nine,Reality,63,5,1,5,0.1209
S21905,U1313,3/12/2026,US,Mobile,Ad Supported,C0135,Magic and Muscles,Drama,53,2,0,0,0.0616
S21906,U1916,1/13/2026,BR,TV,Ad Supported,C0076,Beef,Action,73,5,2,4,0.1859
S21907,U1979,3/5/2026,CA,Mobile,Ad Supported,C0089,Tires,Comedy,76,3,1,1,0.1033
S21908,U2114,3/10/2026,US,TV,Ad Supported,C0094,Supacell,Action,159,8,2,6,0.2598
S21909,U1685,3/3/2026,US,Mobile,Ad Supported,C0041,Magic and Muscles,Drama,71,5,1,4,0.0992
S21910,U0190,2/4/2026,BR,Mobile,Ad Supported,C0028,Lupin,Documentary,120,5,0,4,0.182
S21911,U1946,1/30/2026,US,Web,Ad Supported,C0004,KPop Demon Hunters,Action,76,5,0,5,0.1347
S21912,U0759,1/15/2026,CA,Mobile,Ad Supported,C0103,The Dinosaurs,Documentary,32,1,0,0,0.0383
S21913,U1411,2/2/2026,AU,Mobile,Ad Supported,C0082,Magic and Muscles,Drama,29,3,0,2,0.054
S21914,U1329,2/1/2026,BR,Mobile,Ad Supported,C0042,Inside Job,Comedy,14,0,0,0,0
S21915,U1193,2/24/2026,US,Mobile,Ad Supported,C0068,Emily in Paris,Reality,74,4,0,4,0.0839
S21916,U0291,2/26/2026,AU,Mobile,Ad Supported,C0094,Ranma 1/2,Comedy,68,3,0,1,0.1332
S21917,U0865,1/19/2026,US,Tablet,Ad Supported,C0082,A Man on the Inside,Comedy,59,2,1,2,0.0377
S21918,U0161,1/19/2026,CA,TV,Ad Supported,C0027,Supacell,Action,38,2,1,1,0.0331
S21919,U0172,2/17/2026,US,Web,Ad Supported,C0147,Jurassic World Rebirth,Action,81,3,0,3,0.1035
S21920,U0889,2/8/2026,US,Mobile,Ad Supported,C0068,Age of Attraction,Reality,22,1,1,1,0.0405
S21921,U0715,1/12/2026,US,Mobile,Ad Supported,C0130,Trap House,Action,53,1,0,1,0.0221
S21922,U1821,1/13/2026,US,Mobile,Ad Supported,C0014,Boyfriend on Demand,Comedy,73,6,0,6,0.1718
S21923,U0594,2/4/2026,CA,TV,Ad Supported,C0135,War Machine,Action,164,8,0,7,0.1238
S21924,U0266,2/11/2026,US,Mobile,Ad Supported,C0116,Magic and Muscles,Drama,53,1,1,0,0.0259
S21925,U2462,1/26/2026,CA,TV,Ad Supported,C0019,Atypical,Kids,48,4,1,3,0.1366
S21926,U0299,2/7/2026,CA,Web,Ad Supported,C0139,The Dinosaurs,Documentary,43,1,0,1,0.0378
S21927,U0748,1/24/2026,US,Web,Ad Supported,C0140,Bridgerton,Drama,90,5,1,5,0.0769
S21928,U1742,3/11/2026,US,Mobile,Ad Supported,C0132,Magic and Muscles,Drama,41,2,2,0,0.0415
S21929,U0413,2/7/2026,US,TV,Ad Supported,C0033,Seinfeld,Reality,46,4,2,2,0.1398
S21930,U1616,1/24/2026,US,Mobile,Ad Supported,C0126,Supacell,Action,65,6,2,6,0.2068
S21931,U0186,3/2/2026,AU,Web,Ad Supported,C0003,Age of Attraction,Reality,20,3,2,2,0.0668
S21932,U2322,2/7/2026,US,TV,Ad Supported,C0024,War Machine,Action,169,5,0,3,0.1101
S21933,U0418,1/29/2026,US,Mobile,Ad Supported,C0139,Emily in Paris,Reality,26,1,1,0,0.0288
S21934,U2047,2/22/2026,CA,Tablet,Ad Supported,C0026,Ranma 1/2,Comedy,14,1,1,0,0.0214
S21935,U1273,2/13/2026,US,Mobile,Ad Supported,C0057,Queen of Tears,Action,16,2,1,0,0.0467
S21936,U0291,2/13/2026,US,Mobile,Ad Supported,C0137,Jurassic World Rebirth,Action,83,4,0,4,0.0944
S21937,U1517,1/12/2026,UK,Mobile,Ad Supported,C0137,Vladimir,Comedy,79,4,1,4,0.0954
S21938,U2128,3/13/2026,BR,Mobile,Ad Supported,C0095,The Diplomat,Comedy,11,1,0,0,0.0334
S21939,U0918,1/28/2026,BR,Tablet,Ad Supported,C0025,Magic and Muscles,Drama,49,3,1,3,0.1061
S21940,U2078,3/13/2026,CA,Web,Ad Supported,C0139,The Night Agent,Action,93,3,2,3,0.1217
S21941,U2062,1/19/2026,US,Mobile,Ad Supported,C0061,Magic and Muscles,Drama,33,4,0,2,0.1729
S21942,U1916,3/3/2026,UK,Mobile,Ad Supported,C0102,Jurassic World Rebirth,Action,95,4,1,2,0.1622
S21943,U0040,2/25/2026,UK,TV,Ad Supported,C0045,Delicious in Dungeon,Action,129,7,0,7,0.1105
S21944,U2421,2/1/2026,CA,TV,Ad Supported,C0100,Bridgerton,Drama,134,7,2,5,0.3019
S21945,U1936,2/28/2026,CA,TV,Ad Supported,C0125,Brooklyn Nine-Nine,Reality,105,5,1,4,0.0809
S21946,U1659,1/15/2026,US,Mobile,Ad Supported,C0015,Seinfeld,Reality,84,3,2,3,0.071
S21947,U2372,1/16/2026,US,TV,Ad Supported,C0098,Vladimir,Comedy,44,4,1,3,0.119
S21948,U0822,3/2/2026,CA,TV,Ad Supported,C0134,Inside Job,Comedy,94,3,2,3,0.0766
S21949,U0193,3/7/2026,US,TV,Ad Supported,C0089,Queen of Tears,Action,153,7,1,6,0.1966
S21950,U0595,1/12/2026,US,Web,Ad Supported,C0080,Beef,Action,126,7,1,5,0.305
S21951,U0977,1/24/2026,US,Mobile,Ad Supported,C0047,Ranma 1/2,Comedy,23,1,1,0,0.0414
S21952,U1054,1/24/2026,UK,Mobile,Ad Supported,C0047,Inside Job,Comedy,59,2,0,0,0.0632
S21953,U2384,2/2/2026,US,Mobile,Ad Supported,C0091,The Dinosaurs,Documentary,50,3,2,1,0.1061
S21954,U0691,2/17/2026,US,TV,Ad Supported,C0043,One Piece,Action,93,6,0,6,0.2434
S21955,U1403,3/5/2026,US,Mobile,Ad Supported,C0010,Seinfeld,Reality,37,2,2,1,0.0693
S21956,U2204,2/10/2026,AU,TV,Ad Supported,C0040,Supacell,Action,27,1,0,1,0.0426
S21957,U0328,2/10/2026,AU,TV,Ad Supported,C0060,Beef,Action,55,4,2,2,0.1407
S21958,U2120,2/21/2026,US,TV,Ad Supported,C0138,The Ranch,Comedy,162,8,1,8,0.1884
S21959,U1129,1/13/2026,US,TV,Ad Supported,C0053,Brooklyn Nine-Nine,Reality,86,3,2,1,0.0874
S21960,U1275,3/12/2026,US,TV,Ad Supported,C0133,Inside Job,Comedy,63,4,2,3,0.0712
S21961,U1969,2/10/2026,AU,TV,Ad Supported,C0120,BoJack Horseman,Comedy,26,1,1,0,0.0354
S21962,U1428,2/24/2026,US,TV,Ad Supported,C0088,The Dinosaurs,Documentary,131,8,0,7,0.3076
S21963,U1069,1/25/2026,US,Mobile,Ad Supported,C017,Sakamoto Days,Action,93,5,1,4,0.2136
S21964,U0184,3/8/2026,CA,TV,Ad Supported,C0067,The Ranch,Comedy,180,7,2,5,0.1407
S21965,U2296,2/27/2026,US,TV,Ad Supported,C0060,Emily in Paris,Reality,144,7,0,7,0.1912
S21966,U0732,1/28/2026,UK,Tablet,Ad Supported,C0069,Derry Girls,Kids,66,3,1,1,0.1297
S21967,U1104,3/10/2026,CA,TV,Ad Supported,C0113,Tires,Comedy,52,3,2,1,0.1175
S21968,U2154,2/2/2026,US,TV,Ad Supported,C0018,Tires,Comedy,156,7,2,7,0.251
S21969,U0612,2/15/2026,US,TV,Ad Supported,C0059,Queen of Tears,Action,104,5,2,3,0.1899
S21970,U0930,1/21/2026,US,TV,Ad Supported,C0064,Brooklyn Nine-Nine,Reality,87,5,0,3,0.1411
S21971,U0089,2/20/2026,CA,Mobile,Ad Supported,C0102,Inside Job,Comedy,61,4,0,3,0.1752
S21972,U2437,1/20/2026,US,TV,Ad Supported,C0024,Supacell,Action,40,1,0,1,0.0251
S21973,U1026,3/11/2026,US,Mobile,Ad Supported,C0112,The Night Agent,Action,65,5,2,4,0.1849
S21974,U0417,2/5/2026,US,TV,Ad Supported,C0076,Bridgerton,Drama,147,8,0,7,0.1935
S21975,U1108,2/19/2026,UK,Mobile,Ad Supported,C0101,Magic and Muscles,Drama,45,3,1,1,0.0513
S21976,U2155,3/5/2026,US,Mobile,Ad Supported,C0016,Atypical,Kids,59,4,1,3,0.1127
S21977,U1695,1/28/2026,US,Mobile,Ad Supported,C0135,Beef,Action,25,3,1,1,0.0794
S21978,U0632,2/25/2026,US,TV,Ad Supported,C0062,Jurassic World Rebirth,Action,98,6,1,5,0.2527
S21979,U1156,1/26/2026,US,Web,Ad Supported,C0022,The Night Agent,Action,98,4,2,3,0.1267
S21980,U1824,3/9/2026,CA,TV,Ad Supported,C0054,Age of Attraction,Reality,127,7,0,7,0.2633
S21981,U1143,1/14/2026,US,Mobile,Ad Supported,C0075,Vladimir,Comedy,76,5,0,5,0.1617
S21982,U0474,1/19/2026,UK,Mobile,Ad Supported,C0095,BoJack Horseman,Comedy,89,5,0,4,0.0806
S21983,U2473,1/28/2026,UK,Mobile,Ad Supported,C0014,Age of Attraction,Reality,106,6,2,6,0.1011
S21984,U1017,1/30/2026,US,TV,Ad Supported,C0096,The Dinosaurs,Documentary,107,6,0,6,0.2192
S21985,U1326,1/19/2026,AU,Mobile,Ad Supported,C0007,Atypical,Kids,28,1,1,0,0.0313
S21986,U0421,2/5/2026,US,Mobile,Ad Supported,C017,Sakamoto Days,Action,45,1,1,1,0.0362
S21987,U0543,2/5/2026,US,TV,Ad Supported,C0103,Jurassic World Rebirth,Action,120,6,0,5,0.16
S21988,U0878,1/20/2026,US,TV,Ad Supported,C0148,Tires,Comedy,31,1,0,1,0.0239
S21989,U1313,1/18/2026,CA,TV,Ad Supported,C0103,Magic and Muscles,Drama,122,8,1,6,0.3137
S21990,U0377,1/17/2026,US,TV,Ad Supported,C0029,Brooklyn Nine-Nine,Reality,57,2,0,2,0.0705
S21991,U0389,2/1/2026,CA,TV,Ad Supported,C0109,A Man on the Inside,Comedy,40,2,1,0,0.0684
S21992,U0297,2/2/2026,US,Tablet,Ad Supported,C0120,Jurassic World Rebirth,Action,96,6,0,5,0.2314
S21993,U0961,3/1/2026,US,TV,Ad Supported,C0046,BoJack Horseman,Comedy,44,3,1,3,0.1033
S21994,U1455,1/24/2026,US,TV,Ad Supported,C0063,The Dinosaurs,Documentary,159,6,1,5,0.143
S21995,U1013,1/29/2026,US,TV,Ad Supported,C0131,War Machine,Action,80,6,1,5,0.1136
S21996,U2150,3/12/2026,US,Web,Ad Supported,C0027,Age of Attraction,Reality,77,4,2,4,0.0787
S21997,U0460,3/1/2026,US,Mobile,Ad Supported,C0051,Trap House,Action,32,2,2,0,0.0672
S21998,U0324,3/8/2026,US,TV,Ad Supported,C0029,War Machine,Action,37,1,1,0,0.032
S21999,U0491,2/23/2026,US,Mobile,Ad Supported,C0028,Seinfeld,Reality,37,1,0,1,0.0192
S22000,U0174,1/26/2026,US,TV,Ad Supported,C017,Sakamoto Days,Action,120,7,2,6,0.2661
S22001,U2146,3/10/2026,US,TV,Ad Supported,C0015,Vladimir,Comedy,32,2,2,0,0.0571
S22002,U2455,1/15/2026,US,Mobile,Ad Supported,C0053,Boyfriend on Demand,Comedy,88,6,1,4,0.1871
S22003,U1461,3/5/2026,UK,TV,Ad Supported,C0142,Tires,Comedy,90,6,2,4,0.1257
S22004,U0289,1/26/2026,US,Tablet,Ad Supported,C0126,Atypical,Kids,13,0,0,0,0
S22005,U2195,1/21/2026,US,TV,Ad Supported,C0077,Lupin,Documentary,27,1,0,1,0.0264
S22006,U2211,1/24/2026,CA,Web,Ad Supported,C0149,Magic and Muscles,Drama,92,4,2,4,0.0911
S22007,U1338,2/21/2026,CA,Web,Ad Supported,C0027,Supacell,Action,49,4,0,2,0.0849
S22008,U0941,2/8/2026,UK,Mobile,Ad Supported,C0041,Bridgerton,Drama,111,3,1,3,0.098
S22009,U1129,1/25/2026,US,TV,Ad Supported,C0142,The Dinosaurs,Documentary,153,5,1,5,0.1106
S22010,U1622,2/9/2026,US,TV,Ad Supported,C0063,Trap House,Action,121,7,1,5,0.1475
S22011,U0440,1/25/2026,US,TV,Ad Supported,C0119,The Night Agent,Action,87,3,2,3,0.0866
S22012,U0879,2/14/2026,BR,TV,Ad Supported,C0135,Age of Attraction,Reality,141,6,2,6,0.1171
S22013,U0462,3/12/2026,US,Tablet,Ad Supported,C0102,One Piece,Action,40,1,0,0,0.0158
S22014,U0897,3/13/2026,US,Mobile,Ad Supported,C0145,The Ranch,Comedy,90,6,0,5,0.0987
S22015,U1166,3/2/2026,CA,Web,Ad Supported,C0071,The Dinosaurs,Documentary,61,6,0,6,0.172
S22016,U2049,1/23/2026,BR,TV,Ad Supported,C017,Sakamoto Days,Action,112,3,0,3,0.0788
S22017,U2175,3/2/2026,UK,Mobile,Ad Supported,C0128,The Dinosaurs,Documentary,77,6,2,5,0.2184
S22018,U1992,2/8/2026,US,Web,Ad Supported,C017,Sakamoto Days,Action,96,6,1,5,0.2441
S22019,U1443,2/15/2026,US,Mobile,Ad Supported,C0011,Seinfeld,Reality,97,6,1,4,0.1549
S22020,U0511,1/23/2026,CA,TV,Ad Supported,C0077,Supacell,Action,68,4,0,3,0.1698
S22021,U0123,1/27/2026,UK,Mobile,Ad Supported,C0040,Magic and Muscles,Drama,52,3,2,3,0.09
S22022,U1420,2/15/2026,US,TV,Ad Supported,C0077,KPop Demon Hunters,Action,55,2,1,1,0.065
S22023,U1097,2/10/2026,US,TV,Ad Supported,C0098,Lupin,Documentary,89,5,0,5,0.1623
S22024,U1012,3/6/2026,CA,TV,Ad Supported,C0021,Atypical,Kids,62,3,2,2,0.0651
S22025,U0483,2/2/2026,AU,Mobile,Ad Supported,C0074,The Diplomat,Comedy,10,2,2,0,0.0361
S22026,U0914,1/23/2026,US,TV,Ad Supported,C0123,War Machine,Action,177,8,1,6,0.3543
S22027,U0769,1/13/2026,US,Mobile,Ad Supported,C0140,Tires,Comedy,95,3,0,1,0.0723
S22028,U1207,2/23/2026,US,TV,Ad Supported,C017,Sakamoto Days,Action,179,8,2,6,0.247
S22029,U1785,3/11/2026,BR,Mobile,Ad Supported,C0058,BoJack Horseman,Comedy,92,4,2,2,0.1066
S22030,U1276,3/2/2026,US,Tablet,Ad Supported,C0052,Beef,Action,24,4,1,4,0.1714
S22031,U2228,2/4/2026,US,Tablet,Ad Supported,C0100,The Ranch,Comedy,15,0,0,0,0
S22032,U1388,2/11/2026,UK,TV,Ad Supported,C0028,Tires,Comedy,161,6,0,6,0.178
S22033,U2286,2/21/2026,AU,TV,Ad Supported,C0044,Inside Job,Comedy,120,6,1,4,0.1205
S22034,U1110,3/1/2026,US,Web,Ad Supported,C0026,Boyfriend on Demand,Comedy,61,5,0,3,0.0786
S22035,U2290,1/23/2026,US,TV,Ad Supported,C0149,Inside Job,Comedy,133,6,1,6,0.1281
S22036,U2389,1/20/2026,CA,Tablet,Ad Supported,C0022,Vladimir,Comedy,35,1,0,1,0.0394
S22037,U0356,1/18/2026,US,Web,Ad Supported,C0046,War Machine,Action,129,6,2,5,0.2353
S22038,U1465,2/17/2026,US,Web,Ad Supported,C0004,Tires,Comedy,39,2,2,0,0.0427
S22039,U1990,3/9/2026,US,TV,Ad Supported,C0150,Ranma 1/2,Comedy,98,6,0,5,0.1197
S22040,U1073,2/25/2026,US,Mobile,Ad Supported,C0149,Atypical,Kids,100,4,2,4,0.1632
S22041,U0288,2/24/2026,BR,Mobile,Ad Supported,C0033,Age of Attraction,Reality,66,3,2,3,0.1082
S22042,U0674,2/27/2026,US,TV,Ad Supported,C0084,The Ranch,Comedy,159,8,1,6,0.2406
S22043,U2381,3/10/2026,CA,TV,Ad Supported,C0138,Bridgerton,Drama,127,5,2,4,0.132
S22044,U1981,2/13/2026,UK,TV,Ad Supported,C0109,KPop Demon Hunters,Action,91,6,1,5,0.2691
S22045,U1285,2/15/2026,US,Mobile,Ad Supported,C0126,Magic and Muscles,Drama,108,6,2,5,0.1435
S22046,U1372,3/12/2026,US,Mobile,Ad Supported,C0109,Vladimir,Comedy,82,4,1,4,0.1605
S22047,U2363,2/5/2026,US,Web,Ad Supported,C0082,A Man on the Inside,Comedy,38,3,0,1,0.0926
S22048,U0148,2/28/2026,BR,Mobile,Ad Supported,C0116,Lupin,Documentary,73,5,0,5,0.1576
S22049,U2382,1/19/2026,US,Mobile,Ad Supported,C0028,Tires,Comedy,119,6,0,4,0.1989
S22050,U2105,3/8/2026,US,TV,Ad Supported,C0007,Inside Job,Comedy,128,5,0,3,0.2114
S22051,U0574,1/25/2026,US,Mobile,Ad Supported,C0041,Jurassic World Rebirth,Action,33,4,2,3,0.0802
S22052,U1735,3/8/2026,US,TV,Ad Supported,C0056,War Machine,Action,73,4,0,2,0.1179
S22053,U2258,3/10/2026,CA,Mobile,Ad Supported,C0130,The Night Agent,Action,12,0,0,0,0
S22054,U2436,1/26/2026,UK,Mobile,Ad Supported,C0119,The Night Agent,Action,119,5,1,5,0.1011
S22055,U0687,2/10/2026,US,Tablet,Ad Supported,C0121,Brooklyn Nine-Nine,Reality,26,2,0,0,0.0717
S22056,U2261,2/6/2026,US,Mobile,Ad Supported,C0147,War Machine,Action,18,1,0,1,0.028
S22057,U0229,2/25/2026,UK,Mobile,Ad Supported,C0015,Bridgerton,Drama,28,3,2,3,0.1291
S22058,U0764,2/21/2026,UK,Mobile,Ad Supported,C0076,Supacell,Action,69,5,0,5,0.1595
S22059,U0091,2/12/2026,UK,Tablet,Ad Supported,C0015,Derry Girls,Kids,27,3,0,3,0.0914
S22060,U0536,2/11/2026,US,TV,Ad Supported,C0030,Supacell,Action,61,6,0,5,0.208
S22061,U1029,3/12/2026,US,Mobile,Ad Supported,C0148,Jurassic World Rebirth,Action,53,2,1,1,0.0428
S22062,U2303,3/10/2026,US,TV,Ad Supported,C0072,Supacell,Action,175,6,2,4,0.0921
S22063,U1647,1/14/2026,CA,TV,Ad Supported,C0005,Queen of Tears,Action,104,5,0,4,0.1465
S22064,U0084,2/3/2026,CA,TV,Ad Supported,C0149,Queen of Tears,Action,155,7,0,7,0.1565
S22065,U1055,3/8/2026,CA,TV,Ad Supported,C0030,Ranma 1/2,Comedy,91,3,1,2,0.0565
S22066,U1835,2/25/2026,US,Mobile,Ad Supported,C0132,Beef,Action,15,2,2,0,0.0749
S22067,U1688,1/15/2026,US,Mobile,Ad Supported,C0104,Magic and Muscles,Drama,93,4,1,3,0.1394
S22068,U0904,3/8/2026,US,TV,Ad Supported,C0133,A Man on the Inside,Comedy,160,8,2,8,0.1582
S22069,U1113,2/11/2026,UK,Web,Ad Supported,C0072,Boyfriend on Demand,Comedy,64,3,2,2,0.1273
S22070,U1311,3/5/2026,US,TV,Ad Supported,C0119,Age of Attraction,Reality,60,4,2,2,0.1267
S22071,U0892,2/14/2026,CA,Mobile,Ad Supported,C0081,The Dinosaurs,Documentary,98,3,1,3,0.0778
S22072,U0885,1/13/2026,US,Mobile,Ad Supported,C0029,Beef,Action,34,4,1,2,0.0611
S22073,U1520,2/24/2026,US,Tablet,Ad Supported,C0031,KPop Demon Hunters,Action,20,2,2,2,0.0484
S22074,U1042,2/19/2026,US,Mobile,Ad Supported,C0055,Magic and Muscles,Drama,100,3,2,3,0.1174
S22075,U0106,2/27/2026,US,Mobile,Ad Supported,C0004,The Dinosaurs,Documentary,111,6,0,4,0.1269
S22076,U1802,2/17/2026,US,Mobile,Ad Supported,C0012,Queen of Tears,Action,47,1,1,1,0.031
S22077,U1547,3/10/2026,US,Mobile,Ad Supported,C017,Sakamoto Days,Action,11,0,0,0,0
S22078,U1575,3/4/2026,BR,Mobile,Ad Supported,C0034,Jurassic World Rebirth,Action,73,5,0,3,0.1075
S22079,U0833,3/5/2026,US,TV,Ad Supported,C0078,Delicious in Dungeon,Action,82,4,0,2,0.151
S22080,U1870,2/24/2026,AU,Web,Ad Supported,C0079,Trap House,Action,138,8,2,6,0.121
S22081,U1087,1/23/2026,US,Web,Ad Supported,C0106,A Man on the Inside,Comedy,17,2,2,0,0.0784
S22082,U1842,1/21/2026,UK,Mobile,Ad Supported,C0052,Inside Job,Comedy,67,6,1,4,0.183
S22083,U1002,2/19/2026,US,Mobile,Ad Supported,C0150,Bridgerton,Drama,111,6,1,6,0.1805
S22084,U0644,1/30/2026,AU,Mobile,Ad Supported,C0036,Inside Job,Comedy,107,3,0,2,0.0594
S22085,U0461,3/4/2026,CA,Web,Ad Supported,C0100,Brooklyn Nine-Nine,Reality,24,3,2,1,0.1204
S22086,U0849,2/27/2026,UK,Mobile,Ad Supported,C0056,Ranma 1/2,Comedy,108,3,2,1,0.1321
S22087,U0392,3/1/2026,US,Tablet,Ad Supported,C0082,Vladimir,Comedy,31,3,2,3,0.0714
S22088,U0129,1/26/2026,CA,Tablet,Ad Supported,C0071,Delicious in Dungeon,Action,94,4,0,2,0.1354
S22089,U1112,3/13/2026,CA,TV,Ad Supported,C0136,Trap House,Action,92,4,2,2,0.0882
S22090,U1214,2/1/2026,CA,TV,Ad Supported,C0025,The Ranch,Comedy,85,3,2,1,0.0904
S22091,U0304,1/19/2026,CA,TV,Ad Supported,C0066,KPop Demon Hunters,Action,171,8,2,7,0.3457
S22092,U1695,1/25/2026,UK,Mobile,Ad Supported,C0068,Brooklyn Nine-Nine,Reality,38,4,2,3,0.0609
S22093,U2161,3/12/2026,US,Mobile,Ad Supported,C0044,Age of Attraction,Reality,68,3,2,1,0.1322
S22094,U0594,2/18/2026,US,Mobile,Ad Supported,C0048,One Piece,Action,104,3,0,1,0.0478
S22095,U1804,3/2/2026,CA,TV,Ad Supported,C0020,Magic and Muscles,Drama,174,7,0,5,0.2861
S22096,U2366,3/8/2026,BR,Mobile,Ad Supported,C0017,Delicious in Dungeon,Action,58,2,1,0,0.0775
S22097,U0525,1/26/2026,US,Web,Ad Supported,C0025,Boyfriend on Demand,Comedy,48,2,2,2,0.032
S22098,U0949,2/3/2026,CA,TV,Ad Supported,C0106,Boyfriend on Demand,Comedy,76,6,0,4,0.2048
S22099,U0368,1/26/2026,US,Mobile,Ad Supported,C0019,Age of Attraction,Reality,69,4,2,4,0.1673
S22100,U1390,3/1/2026,US,Mobile,Ad Supported,C0146,Supacell,Action,35,2,0,2,0.0458
S22101,U2403,1/29/2026,BR,Mobile,Ad Supported,C0035,Beef,Action,24,4,1,3,0.1566
S22102,U0984,2/23/2026,CA,Mobile,Ad Supported,C0015,Queen of Tears,Action,10,1,1,1,0.0383
S22103,U1778,3/5/2026,UK,Web,Ad Supported,C0059,Trap House,Action,53,1,1,0,0.0438
S22104,U1812,1/17/2026,BR,TV,Ad Supported,C0056,War Machine,Action,74,4,1,3,0.0931
S22105,U2368,3/12/2026,US,Web,Ad Supported,C0126,Boyfriend on Demand,Comedy,99,3,0,1,0.086
S22106,U1587,2/11/2026,CA,Mobile,Ad Supported,C0138,One Piece,Action,19,1,0,1,0.0197
S22107,U1732,2/20/2026,US,Mobile,Ad Supported,C0093,Tires,Comedy,47,2,1,1,0.069
S22108,U1800,2/12/2026,CA,TV,Ad Supported,C0015,BoJack Horseman,Comedy,42,2,2,0,0.0349
S22109,U0641,2/14/2026,CA,Mobile,Ad Supported,C0033,Tires,Comedy,115,4,0,3,0.1712
S22110,U2252,1/29/2026,AU,Mobile,Ad Supported,C0052,Supacell,Action,12,2,0,1,0.0895
S22111,U1150,3/7/2026,US,TV,Ad Supported,C0142,Vladimir,Comedy,93,3,2,2,0.0797
S22112,U0870,3/8/2026,US,Web,Ad Supported,C0050,Seinfeld,Reality,19,1,1,1,0.0246
S22113,U1106,1/27/2026,US,Mobile,Ad Supported,C0058,Jurassic World Rebirth,Action,83,5,2,4,0.1519
S22114,U1738,3/4/2026,BR,TV,Ad Supported,C0119,Lupin,Documentary,40,1,0,1,0.0369
S22115,U1487,2/9/2026,UK,TV,Ad Supported,C0130,War Machine,Action,34,1,0,0,0.0287
S22116,U0215,2/18/2026,US,Mobile,Ad Supported,C0057,BoJack Horseman,Comedy,118,5,1,4,0.1885
S22117,U2005,2/6/2026,CA,TV,Ad Supported,C0124,Brooklyn Nine-Nine,Reality,135,6,2,4,0.2519
S22118,U1404,2/6/2026,AU,Mobile,Ad Supported,C0092,War Machine,Action,21,3,0,2,0.1192
S22119,U1452,1/21/2026,US,Mobile,Ad Supported,C0010,Magic and Muscles,Drama,80,5,0,5,0.1249
S22120,U1203,2/20/2026,US,Web,Ad Supported,C017,Sakamoto Days,Action,107,6,1,4,0.2507
S22121,U0162,3/3/2026,CA,TV,Ad Supported,C0143,Ranma 1/2,Comedy,174,8,0,8,0.2296
S22122,U1134,2/5/2026,US,TV,Ad Supported,C0121,Brooklyn Nine-Nine,Reality,157,7,1,7,0.2317
S22123,U0294,2/16/2026,US,TV,Ad Supported,C0072,BoJack Horseman,Comedy,36,2,1,2,0.0735
S22124,U1970,3/5/2026,CA,Mobile,Ad Supported,C0090,Bridgerton,Drama,10,1,1,0,0.0206
S22125,U0452,3/3/2026,US,TV,Ad Supported,C0067,Beef,Action,65,3,1,1,0.1043
S22126,U0232,2/17/2026,AU,Mobile,Ad Supported,C0124,Supacell,Action,98,6,0,5,0.1509
S22127,U1989,1/17/2026,US,Tablet,Ad Supported,C0044,A Man on the Inside,Comedy,41,1,0,1,0.039
S22128,U2449,3/4/2026,US,Web,Ad Supported,C0086,Supacell,Action,125,6,0,4,0.1586
S22129,U0714,2/18/2026,CA,Tablet,Ad Supported,C0122,Vladimir,Comedy,89,3,0,1,0.0951
S22130,U2041,1/21/2026,US,TV,Ad Supported,C0107,Vladimir,Comedy,98,3,0,2,0.1156
S22131,U0851,2/26/2026,US,Web,Ad Supported,C0039,Queen of Tears,Action,48,3,0,2,0.1131
S22132,U1812,2/13/2026,US,TV,Ad Supported,C0032,Inside Job,Comedy,104,4,0,4,0.0669
S22133,U0707,1/18/2026,CA,Mobile,Ad Supported,C0068,Inside Job,Comedy,98,6,0,6,0.1171
S22134,U1067,3/13/2026,CA,TV,Ad Supported,C0044,Delicious in Dungeon,Action,48,2,1,1,0.0617
S22135,U1871,2/17/2026,US,TV,Ad Supported,C0107,Trap House,Action,64,6,2,4,0.2243
S22136,U0093,2/15/2026,CA,Web,Ad Supported,C0139,Magic and Muscles,Drama,88,5,0,5,0.1924
S22137,U0850,1/23/2026,US,Web,Ad Supported,C0040,Inside Job,Comedy,62,6,2,4,0.1693
S22138,U1999,3/3/2026,CA,Mobile,Ad Supported,C0106,The Diplomat,Comedy,14,0,0,0,0
S22139,U0512,1/26/2026,US,Web,Ad Supported,C0081,Emily in Paris,Reality,127,7,2,7,0.2127
